Gender,Age,Married,Number of Dependents,City,Zip Code,Tenure in Months,Offer,Phone Service,Internet Service,Total Charges,Total Revenue,Customer Status
Female,28,Yes,0,Wrightwood,92397,48,None,No,Yes,2145.0,2285.0,Churned
Male,39,No,0,Monterey,93940,24,Offer C,Yes,Yes,2404.85,3021.17,Stayed
Male,32,No,0,Palo Alto,94301,33,Offer C,Yes,Yes,2651.1,3801.15,Stayed
Male,58,Yes,0,Jamestown,95327,66,None,Yes,Yes,5538.35,8366.45,Stayed
Female,61,Yes,2,Campbell,95008,3,None,Yes,Yes,200.2,171.41,Joined
Female,58,No,0,Alderpoint,95511,13,Offer D,No,Yes,450.4,550.4,Stayed
Male,19,Yes,0,Garden Grove,92843,63,None,Yes,Yes,5435.0,6282.35,Stayed
Female,45,Yes,0,Oak Run,96069,23,None,Yes,Yes,1900.25,2792.88,Churned
Male,26,No,1,Madison,95653,52,None,Yes,No,1334.5,2536.74,Stayed
Male,23,No,0,Van Nuys,91406,3,Offer E,Yes,No,67.1,116.27,Joined
Male,23,No,0,Escondido,92026,10,None,Yes,Yes,503.25,836.25,Stayed
Female,39,Yes,2,Cedarville,96104,72,None,Yes,No,1460.85,2481.09,Stayed
Male,62,No,0,Lomita,90717,29,Offer C,Yes,Yes,2807.1,4204.9,Stayed
Female,70,Yes,0,Kelseyville,95451,62,Offer B,Yes,Yes,6312.9,7722.78,Stayed
Male,34,Yes,0,Orangevale,95662,41,None,Yes,Yes,3001.2,3653.51,Churned
Male,47,No,0,Pinecrest,95364,43,Offer B,Yes,Yes,3365.85,5478.44,Churned
Female,63,No,1,San Clemente,92672,26,Offer C,Yes,Yes,2715.3,2779.78,Stayed
Female,58,Yes,0,Beale Afb,95903,19,Offer D,Yes,Yes,1743.05,1945.97,Stayed
Female,42,Yes,3,Sacramento,95835,72,None,Yes,No,1784.5,5161.94,Stayed
Female,74,No,0,Greenville,95947,45,Offer B,Yes,Yes,4735.35,6270.75,Stayed
Male,43,No,0,Fort Bragg,95437,32,None,Yes,Yes,2010.95,2507.59,Stayed
Male,23,No,0,Petaluma,94954,41,None,Yes,No,996.45,2686.06,Stayed
Male,52,Yes,2,Mecca,92254,65,None,Yes,No,1715.1,4087.6,Stayed
Male,37,Yes,1,Torrance,90504,55,None,Yes,Yes,5238.9,7937.2,Churned
Male,48,Yes,2,Victorville,92394,11,Offer D,Yes,No,225.75,674.11,Stayed
Female,58,No,0,Poway,92064,49,Offer B,Yes,Yes,3721.9,4089.89,Stayed
Male,49,Yes,0,Mount Hermon,95041,61,None,Yes,Yes,5943.65,6867.8,Stayed
Male,49,Yes,2,Santa Barbara,93109,25,None,Yes,No,477.6,954.85,Stayed
Female,41,No,0,Taylorsville,95983,1,None,Yes,Yes,69.5,77.81,Churned
Female,61,No,3,Korbel,95550,23,Offer D,Yes,Yes,1119.35,1713.9,Stayed
Male,28,No,0,Pine Valley,91962,21,Offer D,Yes,Yes,1558.7,2158.04,Stayed
Female,39,No,0,Santa Rosa,95401,1,None,Yes,Yes,79.7,113.58,Churned
Male,78,Yes,0,Loma Mar,94021,5,None,Yes,Yes,343.95,397.25,Churned
Male,61,Yes,0,Bangor,95914,24,Offer C,Yes,Yes,1712.9,2501.54,Stayed
Female,72,No,0,Guinda,95637,27,None,Yes,Yes,2467.75,2925.13,Churned
Female,41,Yes,0,Riverside,92508,70,Offer A,Yes,No,1397.65,2217.35,Stayed
Female,78,No,0,Rancho Cordova,95742,5,None,Yes,Yes,349.65,561.3,Churned
Male,54,Yes,1,Sultana,93666,46,None,Yes,No,917.45,3029.77,Stayed
Female,33,Yes,1,Fort Irwin,92310,2,None,Yes,Yes,135.75,193.81,Joined
Female,32,Yes,3,La Mesa,91941,57,Offer B,Yes,No,1087.7,2607.89,Stayed
Female,41,No,0,Canyon Dam,95923,1,Offer E,Yes,Yes,71.1,81.29,Churned
Female,74,Yes,0,Palomar Mountain,92060,60,None,Yes,Yes,6029.0,7689.8,Stayed
Male,57,Yes,0,Rancho Santa Fe,92091,37,None,Yes,Yes,2278.75,2428.28,Stayed
Male,42,No,0,San Jose,95116,1,None,Yes,Yes,70.45,123.32,Churned
Male,39,Yes,2,Topanga,90290,28,None,Yes,Yes,2799.0,3015.44,Stayed
Female,78,No,0,Capay,95607,24,None,Yes,No,459.95,901.31,Stayed
Female,27,No,0,Oxnard,93033,62,None,Yes,Yes,5755.8,7222.15,Stayed
Female,39,No,0,Stanton,90680,18,Offer D,Yes,No,390.85,551.95,Churned
Female,21,No,0,Sacramento,95818,5,None,Yes,Yes,308.25,326.3,Churned
Female,58,Yes,3,Stockton,95219,20,None,Yes,No,442.6,1291.8,Stayed
Female,56,No,0,Felton,95018,1,None,Yes,Yes,70.75,96.75,Churned
Male,26,No,0,Lewiston,96052,35,None,Yes,Yes,3626.1,5020.5,Churned
Female,78,No,0,Sun Valley,91352,52,None,No,Yes,2566.3,2566.3,Stayed
Female,25,Yes,0,Anza,92539,30,Offer C,Yes,Yes,2624.25,2768.85,Churned
Male,36,Yes,0,Bell,90201,72,Offer A,No,Yes,2962.0,2962.0,Stayed
Male,70,No,0,Forest Ranch,95942,15,Offer D,Yes,Yes,1146.65,1842.35,Churned
Male,36,No,2,Jamul,91935,70,Offer A,Yes,Yes,7882.5,9749.4,Stayed
Male,37,No,2,Azusa,91702,66,None,Yes,Yes,4378.9,6498.82,Stayed
Male,68,Yes,0,Fallbrook,92028,55,None,Yes,Yes,4052.4,6411.9,Stayed
Female,66,Yes,0,San Diego,92122,55,Offer B,Yes,Yes,4874.7,7319.8,Churned
Male,72,Yes,0,Montgomery Creek,96065,57,None,Yes,Yes,4140.1,6885.22,Stayed
Female,34,Yes,0,Lodi,95242,72,None,Yes,Yes,8165.1,11347.5,Stayed
Female,27,Yes,0,Leggett,95585,28,None,Yes,No,563.05,1748.29,Stayed
Male,48,Yes,0,Rough And Ready,95975,54,None,Yes,Yes,4191.45,4957.17,Stayed
Male,66,Yes,2,Petaluma,94952,24,Offer C,Yes,Yes,1857.75,1955.19,Stayed
Female,59,Yes,0,Hornitos,95325,2,Offer E,Yes,Yes,113.1,209.88,Joined
Male,19,No,2,Dixon,95620,12,Offer D,Yes,No,235.8,468.36,Stayed
Male,69,No,0,Flournoy,96029,51,None,Yes,Yes,3974.7,5228.89,Stayed
Male,64,No,0,Thermal,92274,13,None,Yes,Yes,931.55,1415.4,Stayed
Male,26,No,0,Lafayette,94549,58,Offer B,Yes,Yes,4048.95,6802.21,Stayed
Female,43,Yes,0,Beverly Hills,90210,18,Offer D,Yes,Yes,957.1,1766.56,Stayed
Female,44,Yes,0,Pleasanton,94588,29,Offer C,Yes,No,521.8,1970.64,Stayed
Female,61,Yes,3,Whitmore,96096,72,None,Yes,Yes,5430.65,7003.13,Stayed
Male,39,Yes,1,Alameda,94502,71,Offer A,Yes,No,1626.4,2974.69,Stayed
Female,62,No,0,Herald,95638,70,Offer A,No,Yes,3058.15,3058.15,Stayed
Male,45,No,0,Guerneville,95446,9,None,Yes,Yes,829.1,1002.08,Churned
Female,28,Yes,2,Imperial Beach,91932,20,None,Yes,Yes,1916.2,2690.4,Stayed
Male,51,No,0,San Diego,92117,69,Offer A,Yes,Yes,5356.45,7383.67,Churned
Male,26,No,0,Benicia,94510,63,None,Yes,Yes,6590.8,7942.15,Stayed
Female,38,No,0,Biola,93606,7,None,Yes,Yes,438.9,549.78,Stayed
Female,19,Yes,1,Los Angeles,90049,69,None,No,Yes,2960.1,2960.1,Stayed
Male,34,Yes,1,San Francisco,94112,5,Offer E,Yes,No,135.0,335.25,Churned
Female,38,No,0,Anderson,96007,9,None,Yes,Yes,653.9,944.75,Stayed
Female,32,Yes,1,Chester,96020,46,Offer B,Yes,Yes,4630.2,6886.81,Stayed
Male,76,Yes,0,Hilmar,95324,60,Offer B,Yes,Yes,5867.0,6890.0,Stayed
Male,70,Yes,0,Parlier,93648,27,None,Yes,Yes,2510.2,3576.43,Churned
Female,19,Yes,0,San Jose,95133,16,Offer D,Yes,Yes,1374.9,1820.18,Stayed
Female,23,Yes,0,Seeley,92273,22,None,Yes,Yes,1845.9,1934.12,Churned
Female,21,Yes,1,Riverside,92503,41,Offer B,Yes,Yes,3930.55,4534.48,Stayed
Female,76,No,0,Penn Valley,95946,4,None,Yes,Yes,317.75,460.43,Stayed
Female,63,No,0,San Jose,95148,24,Offer C,Yes,Yes,2072.75,3130.91,Stayed
Female,43,No,0,Bakersfield,93304,38,None,Yes,No,743.05,2384.27,Stayed
Female,19,No,0,Taylorsville,95983,25,None,Yes,Yes,1837.9,2539.15,Stayed
Male,41,Yes,0,Etna,96027,40,Offer B,Yes,Yes,3168.75,4695.81,Stayed
Female,48,No,0,Willows,95988,8,None,Yes,Yes,365.55,664.86,Churned
Male,35,Yes,3,Mather,95655,13,Offer D,Yes,No,252.0,774.6,Stayed
Male,21,Yes,1,Fairfax,94930,64,None,Yes,Yes,5960.5,8173.62,Stayed
Female,32,Yes,0,Hydesville,95547,62,None,Yes,Yes,6283.3,9295.26,Churned
Female,51,Yes,0,Graton,95444,20,None,Yes,Yes,1540.35,2410.15,Stayed
Male,53,Yes,0,Shafter,93263,14,Offer D,No,Yes,667.7,667.7,Churned
Female,21,No,0,Fallbrook,92028,57,None,Yes,Yes,3894.4,5954.38,Stayed
Male,41,No,1,Whittier,90601,12,Offer D,Yes,Yes,837.5,1162.34,Stayed
Female,40,Yes,2,San Simeon,93452,59,Offer B,Yes,No,1534.05,4033.88,Stayed
Female,40,Yes,0,Castro Valley,94552,59,Offer B,Yes,Yes,4542.35,5030.87,Stayed
Male,62,No,0,Olivehurst,95961,53,Offer B,Yes,No,1052.35,2441.48,Churned
Male,33,Yes,0,Ranchita,92066,45,None,Yes,Yes,3600.65,5392.55,Stayed
Male,55,Yes,0,Dunlap,93621,50,Offer B,Yes,No,1013.2,1106.7,Stayed
Male,35,Yes,0,Comptche,95427,20,Offer D,Yes,Yes,1820.45,2181.45,Churned
Female,77,No,0,Vista,92084,1,Offer E,No,Yes,25.25,25.25,Churned
Female,38,Yes,3,Soquel,95073,70,None,Yes,No,1401.4,4105.5,Stayed
Male,74,Yes,0,Shasta Lake,96019,1,Offer E,No,Yes,25.05,25.05,Churned
Female,61,Yes,0,North Hills,91343,64,None,No,Yes,3147.5,3147.5,Churned
Male,62,No,0,Rancho Cordova,95670,49,None,Yes,Yes,3678.3,4633.22,Churned
Male,60,No,0,Wasco,93280,28,Offer C,Yes,Yes,2068.55,3308.39,Churned
Male,32,Yes,0,Garden Grove,92840,72,None,Yes,Yes,8071.05,11514.81,Stayed
Female,47,No,0,Pasadena,91103,13,None,Yes,Yes,1028.9,1473.24,Stayed
Male,41,Yes,1,Oak Run,96069,4,Offer E,Yes,No,84.2,240.36,Stayed
Female,62,No,0,Copperopolis,95228,53,Offer B,Yes,No,1005.7,1552.66,Stayed
Female,54,Yes,0,Irvine,92618,63,Offer B,Yes,Yes,5029.05,6361.5,Stayed
Female,41,No,0,North Hollywood,91602,10,Offer D,No,Yes,299.05,299.05,Stayed
Male,29,Yes,0,Maywood,90270,56,None,Yes,No,1126.75,3863.47,Stayed
Male,28,No,0,Newhall,91321,10,Offer D,Yes,Yes,402.6,747.0,Churned
Male,50,No,0,Murphys,95247,65,Offer B,Yes,Yes,6069.25,6276.05,Stayed
Female,63,No,0,San Clemente,92673,1,None,Yes,Yes,48.45,64.87,Joined
Female,77,No,0,San Diego,92122,21,None,No,Yes,840.1,840.1,Churned
Female,40,Yes,1,Ferndale,95536,29,Offer C,Yes,No,558.8,1557.56,Stayed
Female,55,Yes,0,Arcata,95521,72,None,Yes,No,1776.45,4511.01,Stayed
Male,49,Yes,0,Temecula,92592,22,None,Yes,Yes,1544.05,1979.65,Churned
Female,64,No,0,San Anselmo,94960,23,None,Yes,Yes,2169.8,2224.07,Churned
Male,33,Yes,0,Ceres,95307,40,Offer B,Yes,Yes,2921.75,3871.35,Stayed
Male,30,No,0,Elk Grove,95758,2,Offer E,Yes,Yes,162.45,196.89,Churned
Male,40,Yes,0,Wilton,95693,13,Offer D,Yes,Yes,1095.3,1460.29,Churned
Female,39,No,0,Douglas City,96024,16,Offer D,Yes,Yes,1555.65,1859.49,Churned
Female,28,No,0,White Water,92282,67,Offer A,Yes,Yes,6886.25,9398.75,Churned
Male,19,Yes,1,Smartville,95977,72,Offer A,Yes,No,1493.75,1904.15,Stayed
Male,61,No,0,Coarsegold,93614,3,None,Yes,Yes,214.4,369.31,Joined
Female,73,Yes,0,Azusa,91702,47,None,Yes,Yes,3825.85,5716.42,Churned
Male,69,No,0,Merced,95348,4,Offer E,Yes,Yes,293.85,318.57,Stayed
Female,71,No,0,Aguanga,92536,18,None,Yes,Yes,1359.45,1494.63,Stayed
Male,45,Yes,0,Mojave,93501,21,Offer D,Yes,Yes,2157.95,3053.6,Churned
Female,58,Yes,2,Pescadero,94060,62,None,Yes,Yes,4263.45,6870.55,Stayed
Male,32,No,0,Alviso,95002,7,Offer E,Yes,Yes,713.0,777.75,Churned
Male,34,No,0,Palm Springs,92264,29,Offer C,Yes,Yes,1323.7,1615.44,Stayed
Female,35,Yes,0,Rancho Cucamonga,91739,48,Offer B,Yes,Yes,2985.25,5231.81,Stayed
Male,43,Yes,3,Seaside,93955,53,None,Yes,Yes,3942.45,5631.03,Stayed
Female,38,Yes,3,Round Mountain,96084,6,None,Yes,No,105.5,285.56,Stayed
Male,56,Yes,0,Orleans,95556,22,Offer D,Yes,Yes,1292.2,1561.16,Stayed
Female,76,No,0,Nevada City,95959,1,None,No,Yes,25.8,45.8,Churned
Male,21,Yes,0,Monte Rio,95462,72,None,Yes,Yes,7285.7,9802.1,Stayed
Male,80,Yes,0,Morongo Valley,92256,34,Offer C,Yes,Yes,2874.45,3882.89,Stayed
Female,45,Yes,0,Lodi,95240,48,None,Yes,Yes,3435.6,4253.04,Stayed
Female,20,Yes,0,Santa Rosa,95405,21,Offer D,No,Yes,629.35,629.35,Stayed
Male,47,No,0,Chino Hills,91709,71,None,Yes,Yes,6687.85,7864.32,Stayed
Female,42,No,0,Chowchilla,93610,1,Offer E,Yes,No,20.25,48.43,Joined
Male,26,No,0,Phelan,92371,1,None,Yes,No,20.45,50.54,Joined
Male,78,Yes,0,Elk,95432,32,Offer C,Yes,Yes,2970.8,4364.08,Stayed
Female,41,No,0,Los Angeles,90065,1,None,Yes,Yes,54.65,90.98,Joined
Male,20,No,0,Bakersfield,93308,63,Offer B,Yes,Yes,4479.2,7162.37,Stayed
Female,61,Yes,2,Placentia,92870,72,Offer A,Yes,Yes,8543.25,10621.17,Stayed
Female,33,No,0,Redwood City,94065,53,Offer B,Yes,Yes,5682.25,6367.01,Stayed
Female,73,Yes,0,Branscomb,95417,1,None,Yes,Yes,69.25,106.55,Churned
Male,29,Yes,1,Fresno,93727,50,None,Yes,Yes,4025.6,5717.1,Stayed
Male,62,Yes,0,Winters,95694,15,None,Yes,Yes,1504.05,2114.55,Churned
Female,40,Yes,0,Diamond Bar,91765,21,None,Yes,Yes,1818.9,2129.91,Stayed
Male,42,Yes,0,Oro Grande,92368,1,None,Yes,Yes,95.0,107.04,Churned
Female,74,No,0,Buena Park,90620,2,Offer E,Yes,Yes,154.85,174.57,Churned
Male,24,Yes,0,Richmond,94805,65,Offer B,Yes,Yes,4653.85,6378.37,Churned
Female,61,Yes,1,Yreka,96097,52,Offer B,Yes,Yes,4433.3,5310.54,Stayed
Male,42,No,0,Los Angeles,90066,13,Offer D,Yes,Yes,1060.6,1520.8,Churned
Male,20,No,0,Stockton,95203,4,Offer E,Yes,No,67.55,140.67,Stayed
Female,65,No,0,Biola,93606,46,None,Yes,Yes,4874.8,4983.82,Churned
Female,24,Yes,0,Pasadena,91103,53,None,Yes,Yes,5000.2,7134.51,Churned
Female,41,No,0,Elverta,95626,40,Offer B,Yes,Yes,4335.2,5004.4,Stayed
Male,64,No,1,North Hills,91343,23,None,Yes,Yes,1312.45,1545.65,Stayed
Male,19,No,0,Los Angeles,90023,4,None,Yes,Yes,338.9,366.54,Churned
Female,45,Yes,0,Westlake Village,91361,57,Offer B,No,Yes,3437.45,3437.45,Stayed
Female,56,Yes,6,La Mesa,91941,49,Offer B,Yes,Yes,4613.95,5014.77,Stayed
Male,45,No,0,Santa Barbara,93105,9,Offer E,Yes,Yes,576.95,867.74,Stayed
Male,28,No,0,Dutch Flat,95714,4,Offer E,Yes,Yes,364.55,467.71,Churned
Female,64,Yes,0,San Diego,92103,61,None,Yes,No,1278.8,1940.99,Stayed
Female,79,No,0,Mi Wuk Village,95346,70,Offer A,Yes,Yes,5212.65,8521.55,Stayed
Male,56,Yes,0,Milpitas,95035,13,Offer D,Yes,Yes,902.25,1088.41,Stayed
Female,32,No,0,West Hollywood,90069,34,Offer C,Yes,Yes,2157.5,3697.02,Stayed
Female,70,No,0,Stockton,95207,9,None,Yes,Yes,622.9,747.69,Churned
Male,77,No,0,Madera,93637,57,None,Yes,Yes,5625.55,5751.52,Stayed
Female,52,No,0,Norco,92860,12,Offer D,Yes,Yes,713.75,1148.63,Churned
Female,45,No,0,Half Moon Bay,94019,7,None,Yes,Yes,715.0,988.14,Stayed
Female,68,No,0,Davis,95616,4,None,Yes,Yes,321.75,426.67,Churned
Female,73,Yes,0,Fallbrook,92028,1,None,Yes,Yes,74.45,115.72,Churned
Male,54,No,0,Gold Run,95717,44,Offer B,Yes,Yes,3704.15,5985.23,Stayed
Female,67,No,0,Dos Rios,95429,45,Offer B,No,Yes,1596.6,1596.6,Stayed
Female,29,No,0,Manteca,95337,36,None,Yes,Yes,3348.1,4957.3,Stayed
Female,66,No,0,Fresno,93706,55,None,Yes,Yes,5509.3,7665.2,Churned
Male,41,No,0,Los Angeles,90064,69,Offer A,Yes,Yes,6743.55,10148.7,Stayed
Male,35,Yes,0,Yermo,92398,9,Offer E,Yes,Yes,741.7,914.32,Churned
Male,48,Yes,3,Grover Beach,93433,71,Offer A,Yes,Yes,6287.3,7502.71,Stayed
Male,53,No,0,Redwood City,94062,30,Offer C,Yes,Yes,2679.7,3929.5,Stayed
Female,24,Yes,0,Downey,90240,52,Offer B,Yes,No,1090.65,1384.45,Stayed
Female,30,Yes,0,Death Valley,92328,52,Offer B,Yes,No,1270.25,1546.89,Stayed
Male,43,No,0,San Francisco,94114,24,None,Yes,Yes,1400.55,1676.31,Churned
Male,44,No,1,Covina,91722,3,Offer E,Yes,Yes,225.65,300.77,Joined
Female,61,Yes,1,Mountain View,94040,72,Offer A,No,Yes,3952.45,3952.45,Stayed
Male,52,Yes,0,Fullerton,92833,72,None,Yes,Yes,7422.1,9500.02,Stayed
Male,50,Yes,0,Fallbrook,92028,4,None,Yes,Yes,179.35,218.03,Churned
Female,64,No,0,Adin,96006,1,Offer E,Yes,Yes,82.3,115.71,Churned
Female,50,Yes,0,Butte City,95920,51,None,Yes,Yes,3562.5,4477.95,Stayed
Female,42,Yes,3,Bakersfield,93309,51,None,No,Yes,2898.95,2898.95,Stayed
Male,39,No,0,Mecca,92254,72,Offer A,Yes,Yes,6224.8,7046.32,Stayed
Female,31,Yes,2,Inglewood,90305,64,Offer B,Yes,Yes,5327.25,7102.61,Stayed
Male,22,No,0,Kingsburg,93631,2,Offer E,No,Yes,56.35,56.35,Churned
Male,38,Yes,0,Tarzana,91356,70,None,Yes,Yes,7534.65,10308.75,Churned
Female,68,Yes,0,Buena Park,90621,13,None,No,Yes,528.45,528.45,Stayed
Male,43,No,0,Temecula,92590,52,Offer B,Yes,Yes,4738.3,6366.42,Stayed
Male,44,No,0,Hyampom,96046,7,Offer E,Yes,No,141.1,471.43,Stayed
Male,25,Yes,1,Covina,91723,4,Offer E,Yes,No,76.65,174.93,Stayed
Male,63,No,0,Cool,95614,2,None,Yes,Yes,197.7,272.56,Churned
Male,35,No,0,Pauma Valley,92061,46,Offer B,No,Yes,1537.85,1537.85,Stayed
Male,29,Yes,3,June Lake,93529,54,Offer B,Yes,Yes,3409.1,5357.96,Stayed
Female,58,No,0,Colton,92324,1,Offer E,Yes,No,19.3,44.92,Churned
Female,44,Yes,2,Carmel Valley,93924,72,Offer A,No,Yes,4575.35,4575.35,Stayed
Male,56,No,0,Brawley,92227,66,Offer A,Yes,Yes,4798.4,7806.02,Stayed
Female,49,Yes,1,Big Bear Lake,92315,16,Offer D,Yes,Yes,1882.55,2625.75,Stayed
Male,33,No,0,Lodi,95240,3,Offer E,Yes,Yes,262.05,410.25,Churned
Male,19,Yes,2,Stockton,95202,11,None,Yes,Yes,723.35,907.16,Stayed
Female,44,Yes,1,Pala,92059,71,Offer A,No,Yes,4122.65,4122.65,Stayed
Male,43,No,0,Anaheim,92805,9,None,No,Yes,296.1,296.1,Churned
Male,60,No,0,Oakland,94618,57,None,Yes,No,1125.6,1221.93,Stayed
Male,65,No,0,San Francisco,94102,9,None,Yes,Yes,918.6,1356.99,Churned
Male,26,Yes,0,Newman,95360,62,None,Yes,No,1446.8,3448.16,Stayed
Male,22,No,1,Spreckels,93962,72,None,Yes,No,1529.65,3828.61,Stayed
Female,72,No,0,Valley Village,91607,66,None,Yes,Yes,7238.6,7474.22,Stayed
Male,68,No,0,San Diego,92123,16,None,No,Yes,679.85,679.85,Churned
Male,36,No,0,Carmel Valley,93924,16,Offer D,Yes,No,330.25,865.29,Stayed
Male,54,Yes,0,Tustin,92780,58,Offer B,Yes,No,1108.8,2728.74,Stayed
Female,27,No,0,Los Angeles,90026,4,Offer E,Yes,Yes,319.85,345.85,Stayed
Male,29,Yes,1,Pasadena,91101,72,Offer A,Yes,No,1401.15,3356.67,Stayed
Male,36,Yes,0,San Diego,92105,67,None,Yes,Yes,7332.4,8882.11,Stayed
Male,25,Yes,0,Fullerton,92835,71,None,Yes,Yes,6668.05,6921.52,Stayed
Male,80,No,0,Bishop,93514,72,Offer A,Yes,No,1809.35,3682.07,Stayed
Female,24,Yes,3,Grenada,96038,15,Offer D,Yes,Yes,639.45,1003.5,Stayed
Female,49,No,1,Foothill Ranch,92610,11,None,No,Yes,321.05,321.05,Stayed
Female,59,Yes,1,Palm Desert,92211,43,Offer B,Yes,No,993.15,2157.11,Stayed
Female,43,No,2,Woodland,95776,3,Offer E,Yes,Yes,154.65,232.77,Churned
Female,54,Yes,0,Chowchilla,93610,24,None,Yes,Yes,1832.4,2721.28,Stayed
Female,31,No,0,Rohnert Park,94928,52,None,Yes,Yes,3877.65,4989.41,Stayed
Female,50,No,2,Alameda,94502,13,None,No,Yes,382.2,392.2,Stayed
Male,65,Yes,0,Corona Del Mar,92625,1,Offer E,Yes,Yes,70.85,120.45,Churned
Male,48,No,0,Alderpoint,95511,55,None,Yes,Yes,4323.35,5769.85,Stayed
Female,54,Yes,0,Morgan Hill,95037,42,None,Yes,Yes,4135.0,4190.02,Stayed
Male,35,No,0,Kettleman City,93239,2,None,Yes,No,44.2,99.54,Joined
Male,26,No,0,Altadena,91001,1,None,Yes,Yes,75.5,81.13,Joined
Male,80,No,0,Los Angeles,90059,27,None,Yes,Yes,2122.05,3280.62,Churned
Male,48,Yes,3,Lafayette,94549,17,Offer D,Yes,Yes,1077.05,1584.84,Stayed
Female,19,No,0,Posey,93260,2,Offer E,No,Yes,62.25,62.25,Churned
Female,76,Yes,0,Los Angeles,90068,27,Offer C,Yes,Yes,2310.2,2402.81,Stayed
Male,76,No,0,Temecula,92592,52,None,No,Yes,2550.9,2580.9,Churned
Female,58,No,0,Mckinleyville,95519,45,None,Yes,Yes,4442.75,4513.4,Stayed
Female,26,Yes,0,Laytonville,95454,71,None,Yes,No,1372.45,4172.69,Stayed
Male,33,No,0,Los Angeles,90047,36,Offer C,Yes,No,689.0,995.0,Stayed
Female,58,No,0,Orange,92866,15,None,Yes,No,302.45,448.55,Stayed
Female,48,No,0,Cutler,93615,20,None,Yes,Yes,1871.15,2481.55,Stayed
Male,52,Yes,2,San Jose,95148,71,Offer A,Yes,No,1396.25,3053.39,Stayed
Female,55,No,0,Alameda,94501,24,None,Yes,No,531.55,1666.99,Stayed
Female,29,No,0,San Francisco,94107,71,None,Yes,Yes,7984.15,10960.47,Stayed
Male,64,Yes,0,San Diego,92128,9,Offer E,No,Yes,328.95,328.95,Churned
Female,31,Yes,0,Mission Viejo,92691,66,None,Yes,Yes,5958.85,8358.61,Stayed
Female,35,No,0,Surfside,90743,30,None,Yes,No,578.5,856.6,Stayed
Male,33,No,0,Newport Beach,92661,47,Offer B,Yes,Yes,4138.9,5867.56,Stayed
Female,63,No,0,Los Angeles,90036,7,None,Yes,Yes,564.65,740.84,Stayed
Male,38,No,0,Stockton,95209,1,None,No,Yes,35.55,35.55,Churned
Female,19,No,0,Helendale,92342,46,None,Yes,Yes,2168.9,4023.62,Stayed
Male,38,No,0,San Diego,92126,53,None,Yes,Yes,4517.25,5388.04,Churned
Male,44,No,2,North Palm Springs,92258,62,None,Yes,No,1250.1,2767.86,Stayed
Male,23,No,0,Shingle Springs,95682,70,None,No,Yes,3442.8,3442.8,Stayed
Female,56,Yes,0,Saratoga,95070,16,Offer D,Yes,Yes,1461.15,1629.15,Stayed
Female,57,No,0,Concord,94518,15,None,Yes,Yes,955.15,1413.25,Stayed
Female,27,No,0,Woodacre,94973,45,None,Yes,Yes,4483.95,4530.3,Stayed
Male,59,Yes,0,North Hollywood,91606,72,None,Yes,Yes,7581.5,8024.3,Stayed
Female,21,Yes,3,West Covina,91792,13,None,Yes,No,265.3,814.29,Stayed
Male,29,No,0,Concord,94519,6,Offer E,Yes,Yes,414.1,688.12,Stayed
Male,56,Yes,3,Olivehurst,95961,18,Offer D,Yes,No,345.9,850.98,Stayed
Female,32,Yes,3,San Francisco,94132,68,None,Yes,Yes,7039.45,8133.57,Stayed
Female,63,Yes,1,Trinidad,95570,64,Offer B,Yes,Yes,7222.75,7679.87,Stayed
Female,53,No,0,Garden Grove,92843,34,Offer C,Yes,Yes,2088.75,3258.69,Churned
Male,51,No,0,Sacramento,95830,5,None,Yes,Yes,392.65,621.1,Stayed
Female,26,Yes,1,Altadena,91001,20,None,Yes,Yes,1592.35,2290.92,Churned
Male,61,Yes,0,Cassel,96016,64,None,Yes,Yes,6605.55,6910.19,Stayed
Female,68,Yes,0,Pixley,93256,26,None,Yes,Yes,2067.0,3269.24,Stayed
Female,34,No,0,Columbia,95310,5,Offer E,Yes,Yes,259.8,368.44,Churned
Female,57,No,0,Escondido,92027,2,Offer E,Yes,No,39.25,52.95,Joined
Male,36,Yes,0,Sheep Ranch,95250,13,None,Yes,Yes,1359.0,1756.15,Churned
Male,30,Yes,0,Hamilton City,95951,59,Offer B,Yes,Yes,4096.9,5306.4,Stayed
Male,47,No,0,Pinecrest,95364,17,Offer D,Yes,Yes,1111.2,1917.85,Stayed
Female,40,No,0,West Hollywood,90069,9,None,Yes,Yes,723.4,1132.09,Churned
Female,70,No,0,San Luis Obispo,93401,10,None,Yes,Yes,865.55,1034.05,Churned
Female,62,No,0,Pine Grove,95665,5,Offer E,Yes,Yes,425.9,643.45,Churned
Female,20,No,0,San Diego,92126,54,None,Yes,Yes,5639.05,7986.43,Churned
Male,32,No,0,Livermore,94550,56,Offer B,Yes,Yes,4922.4,7002.8,Stayed
Male,21,Yes,0,Lucerne Valley,92356,4,Offer E,Yes,Yes,385.9,424.14,Churned
Female,23,No,0,Clarksburg,95612,2,None,Yes,No,31.55,87.59,Churned
Male,55,No,0,Honeydew,95545,62,Offer B,Yes,Yes,4237.5,6787.56,Stayed
Female,72,Yes,0,San Diego,92104,27,None,Yes,Yes,2754.45,3991.59,Churned
Male,57,No,0,Coalinga,93210,1,Offer E,Yes,Yes,45.7,51.25,Churned
Female,29,Yes,0,Cressey,95312,53,Offer B,Yes,Yes,4872.2,6904.75,Stayed
